Order ID,Kode Minuman,Jumlah,Tanggal Order,Harga Satuan,Ukuran
O00767,P005,8,11/16/2024,10000,Large
O00767,P001,6,11/5/2024,5000,Regular
O00767,P003,10,7/15/2024,6000,Small
O00767,P006,6,12/30/2024,12000,Regular
O00767,P006,8,10/24/2024,10000,Small
O00768,P004,8,3/16/2024,8000,Regular
O00769,P002,10,5/15/2024,5000,Small
O00769,P001,7,11/21/2024,3000,Small
O00769,P004,8,4/21/2024,6000,Small
O00770,P002,3,9/30/2024,9000,Large
O00770,P006,3,9/26/2024,12000,Regular
O00770,P002,7,4/6/2024,9000,Large
O00770,P006,9,11/16/2024,12000,Regular
O00770,P005,2,8/8/2024,10000,Large
O00770,P001,2,10/4/2024,3000,Small
O00770,P004,5,1/1/2024,10000,Large
O00771,P007,10,3/12/2024,10000,Small
O00771,P001,6,3/2/2024,7000,Large
O00771,P002,6,6/5/2024,5000,Small
O00772,P002,10,6/22/2024,7000,Regular
O00772,P007,7,2/17/2024,12000,Regular
O00772,P007,2,1/29/2024,10000,Small
O00772,P004,3,5/16/2024,10000,Large
O00773,P004,4,5/25/2024,6000,Small
O00774,P007,4,8/18/2024,10000,Small
O00774,P006,7,4/19/2024,12000,Regular
O00774,P006,7,8/4/2024,10000,Small
O00775,P003,4,5/10/2024,6000,Small
O00775,P005,8,12/2/2024,10000,Large
O00776,P005,9,12/4/2024,8000,Regular
O00776,P007,5,10/30/2024,14000,Large
O00776,P008,9,10/27/2024,10000,Small
O00776,P007,10,3/6/2024,12000,Regular
O00776,P007,9,12/7/2024,14000,Large
O00776,P007,4,5/24/2024,14000,Large
O00776,P005,7,3/13/2024,6000,Small
O00777,P007,7,7/29/2024,12000,Regular
O00777,P008,4,3/25/2024,12000,Regular
O00778,P001,3,7/27/2024,5000,Regular
O00778,P001,5,4/25/2024,7000,Large
O00778,P007,10,1/30/2024,12000,Regular
O00778,P008,7,12/29/2024,12000,Regular
O00779,P007,9,3/13/2024,14000,Large
O00779,P008,2,7/10/2024,14000,Large
O00779,P006,6,8/27/2024,14000,Large
O00779,P007,10,4/30/2024,14000,Large
O00779,P005,3,8/11/2024,10000,Large
O00780,P005,4,8/8/2024,8000,Regular
O00780,P006,2,12/27/2024,12000,Regular
O00780,P005,6,3/18/2024,10000,Large
O00781,P001,4,3/12/2024,3000,Small
O00781,P003,9,1/6/2024,8000,Regular
O00781,P002,6,7/31/2024,7000,Regular
O00781,P006,2,2/19/2024,12000,Regular
O00781,P003,10,8/5/2024,10000,Large
O00781,P002,2,3/15/2024,9000,Large
O00782,P008,6,5/27/2024,14000,Large
O00783,P002,1,10/19/2024,5000,Small
O00783,P003,3,4/8/2024,6000,Small
O00784,P001,6,11/13/2024,5000,Regular
O00784,P008,1,11/21/2024,14000,Large
O00784,P004,9,5/27/2024,10000,Large
O00785,P002,5,6/22/2024,7000,Regular
O00785,P002,6,3/2/2024,9000,Large
O00785,P006,3,6/24/2024,12000,Regular
O00785,P002,6,7/12/2024,9000,Large
O00785,P002,9,7/20/2024,7000,Regular
O00786,P001,10,5/7/2024,5000,Regular
O00787,P002,9,11/29/2024,5000,Small
O00787,P008,3,4/3/2024,14000,Large
O00787,P002,8,10/17/2024,5000,Small
O00789,P006,9,7/27/2024,12000,Regular
O00789,P003,5,10/28/2024,10000,Large
O00790,P006,7,5/20/2024,14000,Large
O00790,P002,8,9/17/2024,5000,Small
O00790,P007,2,1/21/2024,14000,Large
O00791,P002,6,3/9/2024,9000,Large
O00791,P005,7,6/4/2024,6000,Small
O00791,P004,4,2/7/2024,10000,Large
O00792,P003,1,7/8/2024,10000,Large
O00792,P001,8,7/31/2024,3000,Small
O00792,P001,7,12/15/2024,5000,Regular
O00792,P001,6,6/26/2024,3000,Small
O00793,P003,9,11/17/2024,6000,Small
O00793,P007,5,7/11/2024,12000,Regular
O00793,P003,3,5/11/2024,10000,Large
O00793,P006,10,1/28/2024,10000,Small
O00794,P005,3,1/18/2024,8000,Regular
O00794,P005,3,10/26/2024,6000,Small
O00794,P006,1,11/11/2024,14000,Large
O00794,P002,4,8/14/2024,9000,Large
O00794,P004,1,8/16/2024,8000,Regular
O00794,P003,5,12/12/2024,8000,Regular
O00794,P006,1,2/3/2024,10000,Small
O00795,P006,2,3/11/2024,14000,Large
O00795,P008,4,6/2/2024,10000,Small
O00795,P008,8,7/31/2024,12000,Regular
O00796,P007,4,2/8/2024,12000,Regular
O00796,P003,1,12/2/2024,10000,Large
O00796,P005,10,8/18/2024,10000,Large
O00797,P002,2,4/26/2024,9000,Large
O00797,P005,2,1/9/2024,6000,Small
O00797,P001,2,10/7/2024,7000,Large
O00797,P007,9,4/8/2024,14000,Large
O00797,P004,1,6/16/2024,6000,Small
O00798,P008,1,2/1/2024,14000,Large
O00798,P005,2,10/22/2024,10000,Large
O00798,P003,2,6/7/2024,8000,Regular
O00798,P002,10,12/8/2024,5000,Small
O00799,P001,4,1/9/2024,3000,Small
O00800,P007,1,2/2/2024,12000,Regular
O00800,P004,7,10/21/2024,8000,Regular
O00800,P001,5,3/19/2024,7000,Large
O00801,P004,2,11/21/2024,10000,Large
O00801,P005,3,9/8/2024,8000,Regular
O00801,P003,5,1/15/2024,10000,Large
O00801,P001,6,8/8/2024,3000,Small
O00802,P007,8,5/9/2024,14000,Large
O00802,P002,4,11/21/2024,7000,Regular
O00802,P007,6,12/13/2024,10000,Small
O00802,P006,10,6/13/2024,12000,Regular
O00802,P001,5,10/1/2024,3000,Small
O00802,P005,7,2/26/2024,6000,Small
O00803,P003,10,10/3/2024,10000,Large
O00803,P007,3,3/18/2024,10000,Small
O00803,P004,5,10/19/2024,6000,Small
O00804,P006,3,5/1/2024,10000,Small
O00804,P006,4,5/17/2024,14000,Large
O00805,P001,4,8/31/2024,3000,Small
O00805,P002,7,6/7/2024,9000,Large
O00805,P004,7,12/14/2024,8000,Regular
O00805,P005,3,8/4/2024,8000,Regular
O00805,P008,8,5/17/2024,10000,Small
O00805,P004,4,8/26/2024,10000,Large
O00806,P006,4,1/17/2024,10000,Small
O00806,P001,7,9/16/2024,3000,Small
O00806,P007,8,10/22/2024,10000,Small
O00806,P006,2,6/29/2024,14000,Large
O00807,P007,3,4/2/2024,10000,Small
O00807,P002,8,1/24/2024,7000,Regular
O00807,P004,4,7/12/2024,10000,Large
O00807,P007,10,7/20/2024,12000,Regular
O00809,P002,9,9/9/2024,9000,Large
O00809,P002,10,1/16/2024,5000,Small
O00810,P003,8,3/2/2024,6000,Small
O00812,P001,2,5/30/2024,5000,Regular
O00814,P005,2,4/2/2024,6000,Small
O00814,P003,5,5/1/2024,10000,Large
O00814,P002,8,3/9/2024,7000,Regular
O00814,P006,3,3/30/2024,14000,Large
O00814,P002,1,3/22/2024,5000,Small
O00815,P007,1,11/20/2024,12000,Regular
O00815,P007,9,5/26/2024,14000,Large
O00815,P006,4,11/12/2024,12000,Regular
O00815,P006,6,6/11/2024,10000,Small
O00816,P008,5,11/9/2024,14000,Large
O00816,P005,5,12/7/2024,8000,Regular
O00816,P001,8,2/29/2024,5000,Regular
O00816,P005,9,11/5/2024,8000,Regular
O00816,P004,6,12/12/2024,10000,Large
O00816,P005,8,1/15/2024,8000,Regular
O00817,P003,1,6/24/2024,8000,Regular
O00817,P006,5,4/20/2024,12000,Regular
O00817,P001,2,1/27/2024,5000,Regular
O00817,P003,9,12/9/2024,8000,Regular
O00817,P005,3,5/23/2024,8000,Regular
O00817,P001,8,8/6/2024,7000,Large
O00818,P007,10,9/11/2024,12000,Regular
O00819,P005,6,4/23/2024,6000,Small
O00819,P002,9,7/20/2024,5000,Small
O00819,P004,4,8/13/2024,6000,Small
O00820,P006,10,4/6/2024,14000,Large
O00820,P006,10,1/1/2024,12000,Regular
O00820,P003,10,1/21/2024,6000,Small
O00820,P001,5,6/3/2024,3000,Small
O00820,P004,3,6/14/2024,10000,Large
O00821,P002,8,6/10/2024,7000,Regular
O00821,P006,1,11/22/2024,12000,Regular
O00821,P007,8,9/23/2024,14000,Large
O00821,P007,9,11/18/2024,14000,Large
O00821,P002,3,3/15/2024,5000,Small
O00821,P006,6,3/2/2024,14000,Large
O00822,P002,6,12/10/2024,7000,Regular
O00822,P005,6,11/21/2024,10000,Large
O00822,P005,9,11/6/2024,8000,Regular
O00822,P007,3,4/9/2024,14000,Large
O00822,P003,3,9/13/2024,10000,Large
O00822,P004,9,1/27/2024,8000,Regular
O00822,P007,7,10/1/2024,12000,Regular
O00823,P008,10,1/3/2024,12000,Regular
O00823,P004,1,8/18/2024,8000,Regular
O00823,P006,9,3/22/2024,10000,Small
O00823,P008,3,8/3/2024,10000,Small
O00823,P004,4,1/26/2024,6000,Small
O00824,P005,10,12/2/2024,10000,Large
O00824,P001,4,4/15/2024,7000,Large
O00824,P008,9,7/27/2024,14000,Large
O00825,P002,6,9/5/2024,5000,Small
O00825,P008,8,6/7/2024,10000,Small
O00825,P002,5,12/6/2024,5000,Small
O00825,P001,4,4/14/2024,5000,Regular
O00825,P006,1,6/22/2024,12000,Regular
O00826,P007,4,1/17/2024,10000,Small
O00826,P006,3,2/7/2024,12000,Regular
O00826,P006,3,3/19/2024,14000,Large
O00827,P007,9,11/30/2024,14000,Large
O00827,P004,3,4/4/2024,6000,Small
O00828,P006,2,6/7/2024,14000,Large
O00828,P004,7,11/27/2024,10000,Large
O00828,P004,5,5/25/2024,8000,Regular
O00828,P006,5,12/15/2024,12000,Regular
O00828,P003,2,9/23/2024,10000,Large
O00828,P006,4,10/22/2024,14000,Large
O00829,P003,4,11/13/2024,6000,Small
O00829,P005,5,3/22/2024,8000,Regular
O00831,P007,10,6/29/2024,10000,Small
O00831,P001,1,8/29/2024,5000,Regular
O00831,P007,7,7/26/2024,12000,Regular
O00831,P003,7,4/20/2024,10000,Large
O00831,P002,10,5/29/2024,7000,Regular
O00832,P007,9,12/19/2024,10000,Small
O00832,P007,10,10/13/2024,12000,Regular
O00833,P005,7,12/10/2024,6000,Small
O00833,P008,7,7/21/2024,12000,Regular
O00833,P003,9,2/18/2024,6000,Small
O00833,P008,7,11/21/2024,14000,Large
O00833,P003,7,10/8/2024,8000,Regular
O00833,P007,10,10/16/2024,14000,Large
O00834,P006,9,12/13/2024,10000,Small
O00834,P008,1,7/25/2024,14000,Large
O00835,P003,7,11/30/2024,6000,Small
O00836,P004,3,5/16/2024,10000,Large
O00836,P005,8,3/6/2024,6000,Small
O00836,P003,1,11/11/2024,8000,Regular
O00836,P007,4,1/15/2024,12000,Regular
O00836,P007,8,2/14/2024,10000,Small
O00837,P003,7,4/12/2024,6000,Small
O00837,P004,8,7/17/2024,8000,Regular
O00837,P007,1,1/14/2024,10000,Small
O00837,P004,6,3/13/2024,6000,Small
O00837,P008,9,12/23/2024,10000,Small
O00837,P007,9,6/16/2024,10000,Small
O00838,P003,7,3/19/2024,10000,Large
O00838,P004,4,7/24/2024,6000,Small
O00838,P001,9,9/23/2024,7000,Large
O00838,P005,3,1/26/2024,10000,Large
O00838,P003,1,6/15/2024,10000,Large
O00840,P001,8,12/3/2024,7000,Large
O00840,P005,10,1/12/2024,8000,Regular
O00840,P004,9,7/9/2024,10000,Large
O00841,P006,10,10/10/2024,10000,Small
O00841,P002,5,11/4/2024,7000,Regular
O00842,P002,4,8/21/2024,9000,Large
O00842,P001,10,5/16/2024,3000,Small
O00842,P005,10,5/27/2024,10000,Large
O00842,P001,2,2/18/2024,3000,Small
O00843,P008,5,8/1/2024,12000,Regular
O00843,P004,9,8/9/2024,10000,Large
O00844,P006,1,1/7/2024,14000,Large
O00844,P007,7,12/9/2024,12000,Regular
O00844,P004,4,4/6/2024,8000,Regular
O00844,P006,2,4/20/2024,10000,Small
O00845,P002,6,11/19/2024,7000,Regular
O00845,P006,9,12/16/2024,10000,Small
O00845,P001,6,10/3/2024,7000,Large
O00846,P002,10,4/18/2024,7000,Regular
O00846,P003,1,10/16/2024,8000,Regular
O00846,P006,5,9/12/2024,14000,Large
O00847,P002,5,11/23/2024,7000,Regular
O00847,P008,7,8/4/2024,14000,Large
O00847,P006,8,12/25/2024,10000,Small
O00848,P004,4,8/2/2024,10000,Large
O00848,P002,3,11/21/2024,7000,Regular
O00848,P005,7,8/4/2024,6000,Small
O00848,P004,2,7/23/2024,10000,Large
O00849,P003,9,3/12/2024,10000,Large
O00849,P003,3,11/15/2024,10000,Large
O00849,P006,1,9/20/2024,14000,Large
O00850,P004,2,12/30/2024,6000,Small
O00850,P006,10,12/22/2024,12000,Regular
O00850,P007,1,6/26/2024,12000,Regular
O00851,P005,2,11/23/2024,10000,Large
O00851,P001,6,12/12/2024,5000,Regular
O00851,P007,5,2/13/2024,10000,Small
O00851,P001,3,5/27/2024,7000,Large
O00852,P007,7,5/7/2024,14000,Large
O00853,P003,3,9/7/2024,10000,Large
O00853,P004,7,5/31/2024,10000,Large
O00853,P008,6,9/4/2024,12000,Regular
O00853,P004,9,2/21/2024,6000,Small
O00853,P006,2,9/14/2024,10000,Small
O00854,P007,7,5/28/2024,14000,Large
O00854,P003,2,10/25/2024,8000,Regular
O00854,P005,8,10/3/2024,8000,Regular
O00854,P007,9,2/25/2024,12000,Regular
O00855,P005,10,1/31/2024,10000,Large
O00855,P005,10,7/21/2024,8000,Regular
O00856,P004,7,2/2/2024,8000,Regular
O00856,P008,5,5/21/2024,14000,Large
O00856,P007,2,6/29/2024,12000,Regular
O00856,P008,5,9/13/2024,12000,Regular
O00856,P004,9,4/26/2024,8000,Regular
O00857,P005,1,12/14/2024,10000,Large
O00857,P002,10,2/4/2024,5000,Small
O00858,P001,7,3/19/2024,5000,Regular
O00858,P008,1,4/11/2024,10000,Small
O00858,P001,5,7/9/2024,3000,Small
O00859,P006,10,11/20/2024,12000,Regular
O00859,P007,2,12/12/2024,10000,Small
O00859,P005,10,8/17/2024,8000,Regular
O00859,P001,4,9/13/2024,3000,Small
O00859,P005,8,5/21/2024,6000,Small
O00860,P002,1,3/8/2024,5000,Small
O00860,P007,10,9/11/2024,12000,Regular
O00860,P006,10,2/11/2024,10000,Small
O00861,P002,7,1/17/2024,9000,Large
O00861,P001,7,7/5/2024,3000,Small
O00861,P006,5,8/1/2024,10000,Small
O00862,P007,6,2/9/2024,10000,Small
O00862,P006,9,1/22/2024,10000,Small
O00862,P008,1,9/12/2024,10000,Small
O00863,P003,4,2/8/2024,6000,Small
O00863,P008,1,6/29/2024,14000,Large
O00863,P007,9,12/21/2024,10000,Small
O00864,P001,7,9/1/2024,7000,Large
O00864,P004,9,3/15/2024,8000,Regular
O00864,P003,7,3/28/2024,6000,Small
O00864,P005,3,5/30/2024,8000,Regular
O00865,P005,6,12/10/2024,10000,Large
O00865,P005,9,11/24/2024,10000,Large
O00865,P004,6,5/1/2024,6000,Small
O00866,P003,10,8/14/2024,8000,Regular
O00866,P007,6,9/6/2024,10000,Small
O00866,P001,8,1/11/2024,7000,Large
O00866,P008,3,9/25/2024,14000,Large
O00867,P005,3,12/27/2024,8000,Regular
O00867,P004,6,5/26/2024,8000,Regular
O00867,P007,6,12/16/2024,12000,Regular
O00867,P007,8,8/1/2024,12000,Regular
O00867,P008,9,8/2/2024,10000,Small
O00868,P008,3,12/22/2024,14000,Large
O00868,P008,4,2/6/2024,10000,Small
O00868,P001,6,1/9/2024,7000,Large
O00868,P002,4,7/31/2024,9000,Large
O00869,P002,4,12/2/2024,5000,Small
O00869,P004,4,6/13/2024,10000,Large
O00869,P001,7,1/15/2024,5000,Regular
O00869,P008,2,8/31/2024,14000,Large
O00870,P004,8,10/15/2024,6000,Small
O00870,P005,4,11/17/2024,10000,Large
O00871,P005,5,6/20/2024,6000,Small
O00871,P001,2,5/9/2024,5000,Regular
O00871,P006,3,6/22/2024,12000,Regular
O00871,P002,6,3/31/2024,7000,Regular
O00872,P002,5,8/20/2024,7000,Regular
O00872,P008,8,10/2/2024,10000,Small
O00872,P006,6,9/26/2024,10000,Small
O00872,P001,4,4/29/2024,3000,Small
O00873,P001,10,4/28/2024,3000,Small
O00873,P007,3,1/21/2024,12000,Regular
O00873,P008,1,6/11/2024,14000,Large
O00873,P001,10,4/2/2024,3000,Small
O00873,P003,9,1/7/2024,6000,Small
O00874,P008,5,12/4/2024,10000,Small
O00874,P003,8,3/14/2024,8000,Regular
O00874,P004,2,4/7/2024,10000,Large
O00875,P007,6,4/11/2024,12000,Regular
O00875,P004,1,4/10/2024,10000,Large
O00876,P006,7,10/18/2024,10000,Small
O00876,P003,7,7/6/2024,8000,Regular
O00876,P002,10,6/8/2024,9000,Large
O00877,P006,7,1/28/2024,10000,Small
O00877,P005,8,9/27/2024,10000,Large
O00877,P005,6,7/29/2024,10000,Large
O00877,P004,9,12/24/2024,6000,Small
O00877,P003,10,10/15/2024,10000,Large
O00878,P007,6,2/16/2024,14000,Large
O00879,P008,7,10/14/2024,14000,Large
O00879,P002,8,2/7/2024,7000,Regular
O00879,P008,3,6/24/2024,12000,Regular
O00881,P002,9,7/13/2024,7000,Regular
O00881,P001,2,11/16/2024,3000,Small
O00881,P005,5,8/4/2024,10000,Large
O00881,P001,5,10/30/2024,3000,Small
O00881,P002,4,1/2/2024,9000,Large
O00881,P002,8,6/18/2024,9000,Large
O00881,P001,7,4/2/2024,7000,Large
O00881,P003,8,4/26/2024,8000,Regular
O00881,P002,1,11/22/2024,9000,Large
O00881,P002,7,11/12/2024,5000,Small
O00883,P003,3,6/18/2024,10000,Large
O00883,P002,6,6/12/2024,5000,Small
O00883,P001,7,7/29/2024,5000,Regular
O00883,P004,4,3/28/2024,6000,Small
O00883,P002,5,2/18/2024,7000,Regular
O00883,P003,1,8/30/2024,8000,Regular
O00883,P003,2,3/15/2024,6000,Small
O00884,P001,8,9/22/2024,3000,Small
O00884,P007,6,4/24/2024,10000,Small
O00884,P008,3,12/26/2024,12000,Regular
O00884,P004,7,7/3/2024,10000,Large
O00884,P002,1,7/17/2024,5000,Small
O00885,P008,10,7/10/2024,14000,Large
O00885,P008,1,2/24/2024,14000,Large
O00886,P003,10,12/4/2024,10000,Large
O00886,P004,9,2/18/2024,6000,Small
O00886,P008,4,3/17/2024,10000,Small
O00886,P008,6,9/18/2024,10000,Small
O00887,P007,3,7/2/2024,10000,Small
O00887,P003,10,5/3/2024,10000,Large
O00887,P008,6,9/21/2024,12000,Regular
O00887,P005,3,7/13/2024,8000,Regular
O00888,P002,1,11/24/2024,9000,Large
O00888,P004,9,5/1/2024,6000,Small
O00888,P005,10,1/14/2024,6000,Small
O00888,P004,4,8/25/2024,6000,Small
O00889,P006,5,5/29/2024,10000,Small
O00889,P001,4,10/24/2024,3000,Small
O00889,P006,2,10/24/2024,14000,Large
O00889,P002,3,1/1/2024,7000,Regular
O00891,P003,9,8/14/2024,8000,Regular
O00891,P005,2,7/7/2024,6000,Small
O00891,P002,10,6/13/2024,9000,Large
O00891,P001,1,6/14/2024,5000,Regular
O00891,P008,8,12/30/2024,12000,Regular
O00891,P006,6,4/11/2024,14000,Large
O00892,P008,1,4/15/2024,12000,Regular
O00892,P008,1,2/29/2024,12000,Regular
O00892,P002,10,12/1/2024,5000,Small
O00892,P005,10,7/25/2024,8000,Regular
O00892,P001,7,6/5/2024,5000,Regular
O00893,P005,10,10/22/2024,8000,Regular
O00893,P001,7,8/15/2024,5000,Regular
O00893,P002,7,6/16/2024,9000,Large
O00893,P001,4,3/29/2024,7000,Large
O00894,P008,4,10/28/2024,10000,Small
O00895,P005,5,7/22/2024,8000,Regular
O00895,P002,1,4/1/2024,7000,Regular
O00895,P006,8,12/1/2024,12000,Regular
O00895,P001,6,11/15/2024,3000,Small
O00895,P004,6,4/9/2024,6000,Small
O00895,P004,9,11/7/2024,8000,Regular
O00896,P002,4,8/26/2024,7000,Regular
O00896,P001,2,6/14/2024,3000,Small
O00896,P008,2,4/14/2024,12000,Regular
O00897,P001,2,4/30/2024,7000,Large
O00897,P005,7,2/10/2024,6000,Small
O00898,P002,4,4/7/2024,5000,Small
O00898,P001,9,4/7/2024,5000,Regular
O00898,P002,5,2/25/2024,7000,Regular
O00898,P006,4,10/5/2024,10000,Small
O00899,P003,4,1/30/2024,6000,Small
O00899,P008,3,9/30/2024,14000,Large
O00899,P004,8,1/18/2024,6000,Small
O00899,P008,4,4/2/2024,14000,Large
O00899,P006,4,9/4/2024,10000,Small
O00899,P001,2,4/22/2024,5000,Regular
O00899,P002,8,11/2/2024,5000,Small
O00900,P001,1,5/5/2024,3000,Small
O00900,P007,6,8/22/2024,14000,Large
O00900,P003,7,2/8/2024,10000,Large
O00900,P008,10,7/26/2024,14000,Large
O00900,P007,10,7/23/2024,10000,Small
O00901,P001,10,2/22/2024,5000,Regular
O00902,P008,4,3/27/2024,12000,Regular
O00902,P003,10,8/21/2024,8000,Regular
O00902,P003,10,1/22/2024,10000,Large
O00902,P006,6,9/26/2024,14000,Large
O00902,P008,8,4/22/2024,14000,Large
O00903,P008,1,1/30/2024,12000,Regular
O00903,P002,6,5/19/2024,9000,Large
O00903,P006,2,8/18/2024,12000,Regular
O00903,P006,9,7/8/2024,12000,Regular
O00903,P005,3,4/14/2024,8000,Regular
O00904,P004,2,3/2/2024,8000,Regular
O00905,P001,6,6/15/2024,3000,Small
O00905,P006,2,10/26/2024,10000,Small
O00905,P002,8,9/10/2024,9000,Large
O00906,P006,4,6/13/2024,14000,Large
O00906,P006,2,4/20/2024,10000,Small
O00906,P007,5,1/4/2024,14000,Large
O00906,P001,10,8/12/2024,5000,Regular
O00907,P003,10,1/31/2024,6000,Small
O00907,P008,5,12/16/2024,12000,Regular
O00909,P002,1,12/29/2024,7000,Regular
O00909,P007,5,7/18/2024,10000,Small
O00909,P007,6,7/17/2024,14000,Large
O00909,P006,3,10/27/2024,14000,Large
O00910,P005,9,8/9/2024,6000,Small
O00910,P001,9,12/3/2024,3000,Small
O00910,P001,8,8/28/2024,5000,Regular
O00911,P007,4,4/24/2024,10000,Small
O00911,P001,4,5/9/2024,7000,Large
O00911,P007,4,8/2/2024,12000,Regular
O00911,P007,6,7/3/2024,10000,Small
O00911,P005,8,4/24/2024,6000,Small
O00912,P004,4,3/12/2024,6000,Small
O00912,P008,5,7/19/2024,12000,Regular
O00913,P004,10,6/12/2024,10000,Large
O00913,P004,9,3/26/2024,10000,Large
O00913,P006,2,7/25/2024,10000,Small
O00914,P008,3,4/25/2024,10000,Small
O00914,P001,8,9/19/2024,5000,Regular
O00914,P005,2,12/18/2024,10000,Large
O00914,P002,9,2/10/2024,7000,Regular
O00915,P003,6,6/15/2024,8000,Regular
O00915,P005,7,9/3/2024,8000,Regular
O00915,P001,3,8/28/2024,7000,Large
O00915,P007,5,5/17/2024,14000,Large
O00916,P002,10,7/11/2024,9000,Large
O00916,P005,1,7/26/2024,6000,Small
O00917,P006,10,10/16/2024,10000,Small
O00917,P005,5,9/13/2024,10000,Large
O00917,P004,4,7/12/2024,10000,Large
O00917,P004,1,8/6/2024,8000,Regular
O00917,P008,8,7/17/2024,14000,Large
O00917,P003,2,11/6/2024,6000,Small
O00918,P008,10,4/12/2024,10000,Small
O00918,P002,5,6/27/2024,9000,Large
O00918,P003,3,2/10/2024,6000,Small
O00918,P007,9,11/23/2024,10000,Small
O00919,P004,2,5/7/2024,8000,Regular
O00919,P004,2,6/28/2024,6000,Small
O00919,P008,1,8/28/2024,10000,Small
O00919,P007,10,9/6/2024,14000,Large
O00920,P004,8,6/11/2024,10000,Large
O00920,P003,10,10/9/2024,8000,Regular
O00920,P002,5,1/12/2024,5000,Small
O00921,P006,6,3/18/2024,14000,Large
O00921,P003,9,7/13/2024,8000,Regular
O00921,P004,5,5/10/2024,10000,Large
O00921,P003,3,4/6/2024,8000,Regular
O00921,P004,8,5/2/2024,8000,Regular
O00921,P003,9,4/5/2024,10000,Large
O00921,P007,4,2/19/2024,12000,Regular
O00922,P004,8,10/9/2024,10000,Large
O00922,P003,10,12/28/2024,6000,Small
O00923,P004,7,4/20/2024,6000,Small
O00923,P008,3,1/16/2024,14000,Large
O00923,P002,7,1/5/2024,5000,Small
O00924,P002,2,12/19/2024,7000,Regular
O00924,P008,5,4/25/2024,14000,Large
O00924,P002,10,11/13/2024,7000,Regular
O00925,P008,8,6/12/2024,14000,Large
O00925,P002,9,5/25/2024,5000,Small
O00925,P003,2,5/7/2024,10000,Large
O00925,P003,5,6/21/2024,10000,Large
O00925,P001,8,3/20/2024,7000,Large
O00925,P002,7,7/8/2024,9000,Large
O00926,P006,4,1/6/2024,14000,Large
O00926,P007,5,3/29/2024,10000,Small
O00926,P003,7,5/10/2024,10000,Large
O00927,P004,7,9/3/2024,8000,Regular
O00928,P008,5,4/20/2024,12000,Regular
O00928,P006,9,4/17/2024,14000,Large
O00928,P002,1,5/21/2024,5000,Small
O00929,P003,5,7/31/2024,6000,Small
O00929,P001,6,1/9/2024,3000,Small
O00929,P002,7,2/13/2024,7000,Regular
O00929,P007,3,1/15/2024,12000,Regular
O00929,P008,6,2/23/2024,14000,Large
O00929,P008,3,7/21/2024,12000,Regular
O00930,P006,8,8/14/2024,12000,Regular
O00930,P008,4,10/19/2024,10000,Small
O00930,P006,4,4/25/2024,10000,Small
O00930,P003,1,1/15/2024,8000,Regular
O00930,P008,9,5/31/2024,10000,Small
O00931,P006,7,3/26/2024,12000,Regular
O00931,P008,3,6/1/2024,10000,Small
O00931,P001,5,10/28/2024,5000,Regular
O00932,P002,9,3/2/2024,9000,Large
O00932,P002,1,11/24/2024,5000,Small
O00932,P007,1,7/6/2024,14000,Large
O00933,P003,6,8/1/2024,8000,Regular
O00934,P004,3,12/30/2024,10000,Large
O00934,P004,5,8/14/2024,6000,Small
O00934,P004,1,10/24/2024,6000,Small
O00934,P002,8,2/14/2024,5000,Small
O00934,P008,1,10/15/2024,12000,Regular
O00934,P002,5,6/19/2024,7000,Regular
O00935,P008,5,7/28/2024,10000,Small
O00935,P007,8,3/11/2024,12000,Regular
O00936,P002,5,4/20/2024,5000,Small
O00936,P001,4,4/23/2024,5000,Regular
O00936,P003,8,2/16/2024,8000,Regular
O00936,P002,8,2/9/2024,7000,Regular
O00936,P006,8,11/18/2024,12000,Regular
O00936,P006,10,6/21/2024,10000,Small
O00936,P004,9,5/22/2024,8000,Regular
O00936,P005,5,3/12/2024,6000,Small
O00936,P005,8,12/8/2024,8000,Regular
O00937,P003,7,4/24/2024,8000,Regular
O00937,P003,5,7/5/2024,10000,Large
O00937,P004,1,10/18/2024,6000,Small
O00938,P004,5,4/8/2024,8000,Regular
O00938,P003,4,3/28/2024,8000,Regular
O00938,P005,2,6/16/2024,8000,Regular
O00939,P001,6,2/22/2024,3000,Small
O00939,P002,10,1/26/2024,7000,Regular
O00939,P003,1,8/23/2024,6000,Small
O00939,P002,10,7/4/2024,5000,Small
O00940,P008,10,8/10/2024,14000,Large
O00940,P005,8,8/29/2024,6000,Small
O00940,P001,5,10/10/2024,3000,Small
O00940,P006,3,6/14/2024,10000,Small
O00940,P008,1,9/27/2024,12000,Regular
O00941,P006,5,3/23/2024,10000,Small
O00941,P001,2,12/24/2024,3000,Small
O00942,P006,10,7/28/2024,10000,Small
O00942,P003,8,2/19/2024,10000,Large
O00942,P001,3,9/24/2024,3000,Small
O00942,P001,6,1/15/2024,3000,Small
O00942,P006,8,9/10/2024,10000,Small
O00943,P005,1,11/16/2024,8000,Regular
O00943,P001,8,2/7/2024,3000,Small
O00943,P003,7,9/2/2024,10000,Large
O00943,P002,1,10/30/2024,5000,Small
O00943,P002,2,10/16/2024,9000,Large
O00944,P008,9,9/30/2024,10000,Small
O00944,P002,10,10/4/2024,5000,Small
O00944,P002,6,9/9/2024,9000,Large
O00944,P005,1,12/8/2024,8000,Regular
O00944,P003,1,8/22/2024,6000,Small
O00945,P005,6,12/28/2024,6000,Small
O00946,P003,7,4/4/2024,8000,Regular
